date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:51:15	16876/16876	---M--	200	added ('OK')	image/webp	etag:%2241ec-680d7e1e-b088abb9c51bc3a5;;;%22	https://vavaacademy.com/assets/agentes/JETT.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/JETT.webp	(from https://vavaacademy.com/)
20:51:16	5848/5848	---M--	200	added ('OK')	image/png	etag:%2216d8-680d7e1e-cbad2cc1c91b0e5d;;;%22	https://vavaacademy.com/assets/icones/academy.png	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/icones/academy.png	(from https://vavaacademy.com/)
20:51:19	7035/7035	---M--	200	added ('OK')	image/png	etag:%221b7b-680d7e1e-13e0cd265b639fa8;;;%22	https://vavaacademy.com/assets/icones/mapas.png	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/icones/mapas.png	(from https://vavaacademy.com/)
20:51:19	4342/4342	---M--	200	added ('OK')	image/png	etag:%2210f6-680d7e1e-499ffe1b5f84ae5;;;%22	https://vavaacademy.com/assets/icones/agentes.png	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/icones/agentes.png	(from https://vavaacademy.com/)
20:51:20	8026/8026	---M--	200	added ('OK')	image/png	etag:%221f5a-680d7e1e-11c393bccaf9fa62;;;%22	https://vavaacademy.com/assets/icones/radiante.png	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/icones/radiante.png	(from https://vavaacademy.com/)
20:51:21	20378/20378	---M--	200	added ('OK')	image/webp	etag:%224f9a-680d7e1e-a76faee26948ddfd;;;%22	https://vavaacademy.com/assets/agentes/kayo.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/kayo.webp	(from https://vavaacademy.com/)
20:51:21	21664/21664	---M--	200	added ('OK')	image/webp	etag:%2254a0-680d7e1e-1dbd492fca4c913f;;;%22	https://vavaacademy.com/assets/agentes/NEON.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/NEON.webp	(from https://vavaacademy.com/)
20:51:22	17838/17838	---M--	200	added ('OK')	image/webp	etag:%2245ae-680d7e1e-3f02d3e9a08690f8;;;%22	https://vavaacademy.com/assets/agentes/OMEN.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/OMEN.webp	(from https://vavaacademy.com/)
20:51:23	18966/18966	---M--	200	added ('OK')	image/webp	etag:%224a16-680d7e1e-f0bd18005c370fd0;;;%22	https://vavaacademy.com/assets/agentes/PHOENIX.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/PHOENIX.webp	(from https://vavaacademy.com/)
20:51:25	12872/12872	---M--	200	added ('OK')	image/webp	etag:%223248-680d7e1e-1362a0a3035a7609;;;%22	https://vavaacademy.com/assets/agentes/REYNA.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/REYNA.webp	(from https://vavaacademy.com/)
20:51:25	18072/18072	---M--	200	added ('OK')	image/webp	etag:%224698-680d7e1e-f4bf7e51d78b8cd3;;;%22	https://vavaacademy.com/assets/agentes/RAZE.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/RAZE.webp	(from https://vavaacademy.com/)
20:51:26	18294/18294	---M--	200	added ('OK')	image/webp	etag:%224776-680d7e1e-c1171958d215e794;;;%22	https://vavaacademy.com/assets/agentes/sage.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/sage.webp	(from https://vavaacademy.com/)
20:51:26	17094/17094	---M--	200	added ('OK')	image/webp	etag:%2242c6-680d7e1e-bbc560dcdd630b4a;;;%22	https://vavaacademy.com/assets/agentes/skye.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/skye.webp	(from https://vavaacademy.com/)
20:51:28	20150/20150	---M--	200	added ('OK')	image/webp	etag:%224eb6-680d7e1e-8852bb30e6fc5004;;;%22	https://vavaacademy.com/assets/agentes/sova.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/sova.webp	(from https://vavaacademy.com/)
20:51:30	16546/16546	---M--	200	added ('OK')	image/webp	etag:%2240a2-680d7e1e-9429c5deabeeb755;;;%22	https://vavaacademy.com/assets/agentes/VIPER.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/VIPER.webp	(from https://vavaacademy.com/)
20:51:31	16938/16938	---M--	200	added ('OK')	image/webp	etag:%22422a-680d7e1e-3457038a058088b1;;;%22	https://vavaacademy.com/assets/agentes/YORU.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/agentes/YORU.webp	(from https://vavaacademy.com/)
20:51:32	13678/13678	---M--	200	added ('OK')	image/webp	etag:%22356e-680d7e1e-ea52f72fe68e08d0;;;%22	https://vavaacademy.com/assets/alunos/Brutal%20-%20Sova%20(Bahia).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Brutal%20-%20Sova%20(Bahia).webp	(from https://vavaacademy.com/)
20:51:32	4335/4335	---M-Z	200	added ('OK')	text/plain	etag:%2210ef-680d7e1e-dfb0fffc0e922050;gz%22	https://vavaacademy.com/assets/alunos%20perfil/brutal.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/brutal.avif	(from https://vavaacademy.com/)
20:51:33	4028/4028	---M--	200	added ('OK')	image/webp	etag:%22fbc-680d7e1e-bca254f91b4f01a1;;;%22	https://vavaacademy.com/assets/ranks/Platinum_1_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Platinum_1_Rank.webp	(from https://vavaacademy.com/)
20:51:34	9984/9984	---M--	200	added ('OK')	image/webp	etag:%222700-680d7e1e-926ecfd2fc1a80a4;;;%22	https://vavaacademy.com/assets/ranks/Immortal_2_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Immortal_2_Rank.webp	(from https://vavaacademy.com/)
20:51:34	16590/16590	---M--	200	added ('OK')	image/webp	etag:%2240ce-680d7e1e-5ed4dc87e9b809c6;;;%22	https://vavaacademy.com/assets/alunos/Coutinho%20-%20KillJoy%20(RJ).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Coutinho%20-%20KillJoy%20(RJ).webp	(from https://vavaacademy.com/)
20:51:34	2758/2758	---M-Z	200	added ('OK')	text/plain	etag:%22ac6-680d7e1e-e776716df064ab34;gz%22	https://vavaacademy.com/assets/alunos%20perfil/coutinho.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/coutinho.avif	(from https://vavaacademy.com/)
20:51:34	7520/7520	---M--	200	added ('OK')	image/webp	etag:%221d60-680d7e1e-43d99b9c54832b74;;;%22	https://vavaacademy.com/assets/ranks/Platinum_2_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Platinum_2_Rank.webp	(from https://vavaacademy.com/)
20:51:34	11290/11290	---M--	200	added ('OK')	image/webp	etag:%222c1a-680d7e1e-2d8e4b901ea62144;;;%22	https://vavaacademy.com/assets/ranks/Immortal_3_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Immortal_3_Rank.webp	(from https://vavaacademy.com/)
20:51:35	10784/10784	---M--	200	added ('OK')	image/webp	etag:%222a20-680d7e1e-7baf27e9d97e0126;;;%22	https://vavaacademy.com/assets/alunos/Gz%20-%20Jett%20(Sulista).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Gz%20-%20Jett%20(Sulista).webp	(from https://vavaacademy.com/)
20:51:35	3634/3634	---M-Z	200	added ('OK')	text/plain	etag:%22e32-680d7e1e-aeec0fbfe2518e0a;gz%22	https://vavaacademy.com/assets/alunos%20perfil/tornado.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/tornado.avif	(from https://vavaacademy.com/)
20:51:35	4390/4390	---M--	200	added ('OK')	image/webp	etag:%221126-680d7e1e-77a0008035fd349c;;;%22	https://vavaacademy.com/assets/ranks/Diamond_1_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Diamond_1_Rank.webp	(from https://vavaacademy.com/)
20:51:35	15796/15796	---M--	200	added ('OK')	image/webp	etag:%223db4-680d7e1e-476ad6defb12d983;;;%22	https://vavaacademy.com/assets/alunos/Hydralk%20-%20Astra%20(Curitiba).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Hydralk%20-%20Astra%20(Curitiba).webp	(from https://vavaacademy.com/)
20:51:36	3007/3007	---M-Z	200	added ('OK')	text/plain	etag:%22bbf-680d7e1e-927ef38cd41a790f;gz%22	https://vavaacademy.com/assets/alunos%20perfil/hydralk.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/hydralk.avif	(from https://vavaacademy.com/)
20:51:36	2996/2996	---M--	200	added ('OK')	image/webp	etag:%22bb4-680d7e1e-252bf886214a9070;;;%22	https://vavaacademy.com/assets/ranks/Iron_1_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Iron_1_Rank.webp	(from https://vavaacademy.com/)
20:51:36	9882/9882	---M--	200	added ('OK')	image/webp	etag:%22269a-680d7e1e-c4914584c6be3110;;;%22	https://vavaacademy.com/assets/ranks/Diamond_3_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Diamond_3_Rank.webp	(from https://vavaacademy.com/)
20:51:36	18202/18202	---M--	200	added ('OK')	image/webp	etag:%22471a-680d7e1e-65107384d5485c2e;;;%22	https://vavaacademy.com/assets/alunos/Mascaro%20-%20Cypher%20(SP).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Mascaro%20-%20Cypher%20(SP).webp	(from https://vavaacademy.com/)
20:51:36	5262/5262	---M-Z	200	added ('OK')	text/plain	etag:%22148e-680d7e1e-6cd5984e9afef374;gz%22	https://vavaacademy.com/assets/alunos%20perfil/mascaro.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/mascaro.avif	(from https://vavaacademy.com/)
20:51:37	7448/7448	---M--	200	added ('OK')	image/webp	etag:%221d18-680d7e1e-6598b79cab637109;;;%22	https://vavaacademy.com/assets/ranks/Ascendant_3_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Ascendant_3_Rank.webp	(from https://vavaacademy.com/)
20:51:37	12444/12444	---M--	200	added ('OK')	image/webp	etag:%22309c-680d7e1e-5ec7c12b2b735ab2;;;%22	https://vavaacademy.com/assets/alunos/Ricardin%20-%20Skye%20(SP%20-%20Zone%20Leste).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Ricardin%20-%20Skye%20(SP%20-%20Zone%20Leste).webp	(from https://vavaacademy.com/)
20:51:38	4482/4482	---M-Z	200	added ('OK')	text/plain	etag:%221182-680d7e1e-7ce1100858d988ec;gz%22	https://vavaacademy.com/assets/alunos%20perfil/ricardin.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/ricardin.avif	(from https://vavaacademy.com/)
20:51:38	3438/3438	---M--	200	added ('OK')	image/webp	etag:%22d6e-680d7e1e-d635a0e77d011101;;;%22	https://vavaacademy.com/assets/ranks/Silver_1_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Silver_1_Rank.webp	(from https://vavaacademy.com/)
20:51:39	5040/5040	---M--	200	added ('OK')	image/webp	etag:%2213b0-680d7e1e-d6a2a73c473590d3;;;%22	https://vavaacademy.com/assets/ranks/Immortal_1_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Immortal_1_Rank.webp	(from https://vavaacademy.com/)
20:51:39	14394/14394	---M--	200	added ('OK')	image/webp	etag:%22383a-680d7e1e-343ccb3ddeb9bcad;;;%22	https://vavaacademy.com/assets/alunos/Rizzato%20-%20Reyna%20(Floripa).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Rizzato%20-%20Reyna%20(Floripa).webp	(from https://vavaacademy.com/)
20:51:39	1605/1605	---M-Z	200	added ('OK')	text/plain	etag:%22645-680d7e1e-c53247dd9c5f077d;gz%22	https://vavaacademy.com/assets/alunos%20perfil/rizzato.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/rizzato.avif	(from https://vavaacademy.com/)
20:51:39	7628/7628	---M--	200	added ('OK')	image/webp	etag:%221dcc-680d7e1e-5abe56629f23143e;;;%22	https://vavaacademy.com/assets/ranks/Radiant_Rank.webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/ranks/Radiant_Rank.webp	(from https://vavaacademy.com/)
20:51:40	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-2768fb352704b506;gz%22	https://vavaacademy.com/assets/alunos/Sensass%c3%83%c2%a3o%20-%20Neon%20(SP%20-%20Zona%20Sul).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Sensass%c3%83%c2%a3o%20-%20Neon%20(SP%20-%20Zona%20Sul).webp	(from https://vavaacademy.com/)
20:51:40	2638/2638	---M-Z	200	added ('OK')	text/plain	etag:%22a4e-680d7e1e-d90e43f610c96f06;gz%22	https://vavaacademy.com/assets/alunos%20perfil/sansao.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/sansao.avif	(from https://vavaacademy.com/)
20:51:40	9826/9826	---M--	200	added ('OK')	image/webp	etag:%222662-680d7e1e-7a7750b3f7e3ca74;;;%22	https://vavaacademy.com/assets/alunos/Soares%20-%20Iso%20(DF).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Soares%20-%20Iso%20(DF).webp	(from https://vavaacademy.com/)
20:51:40	8003/8003	---M-Z	200	added ('OK')	text/plain	etag:%221f43-680d7e1e-515b3e00ed13a081;gz%22	https://vavaacademy.com/assets/alunos%20perfil/soares.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/soares.avif	(from https://vavaacademy.com/)
20:51:40	13860/13860	---M--	200	added ('OK')	image/webp	etag:%223624-680d7e1e-7eed1e3bddf7be43;;;%22	https://vavaacademy.com/assets/alunos/Zerow%20-%20Raze%20(Bahia).webp	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos/Zerow%20-%20Raze%20(Bahia).webp	(from https://vavaacademy.com/)
20:51:41	7441/7441	---M-Z	200	added ('OK')	text/plain	etag:%221d11-680d7e1e-80be75494779d34f;gz%22	https://vavaacademy.com/assets/alunos%20perfil/zerow.avif	C:/Users/Bruno%20D'%20Santos/Desktop/CLONADOR%20DE%20PAGINAS/VAVA%20ACADEMY/vavaacademy.com/assets/alunos%20perfil/zerow.avif	(from https://vavaacademy.com/)
